name,fname,lname,email,phone,position,address,city,country,linkedin,activity
Salah ATMANE,Salah,ATMANE,,,Student,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Smart Manufacturing | Smart Cities | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Future Mobility & Transportation | Ecommerce | Big Data & Analytics"
Salah Eddine AZLAFI,Salah,Eddine AZLAFI,,,Student,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence
Sara BOUAZIZ,Sara,BOUAZIZ,,,STUDENT,,,Morocco,,"Technology | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Education Tech | Ecommerce | Digital Finance | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Big Data & Analytics | Artificial Intelligence"
Nohayla Lafdil,Nohayla,Lafdil,,,Student,,,Morocco,,Technology | Software Services | Cloud Services
Abdelhamid Aboudrar,Abdelhamid,Aboudrar,,,Student,,,Morocco,,Technology | Software Services | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming | Data Centres | Cyber security | Artificial Intelligence
Wafa Ait Baha,Wafa,Ait Baha,,,Student,,,Morocco,,Technology | Cyber security | Artificial Intelligence
Sara Eloudri,Sara,Eloudri,,,Student,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Software Services | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Media, Marketing & Advertising Tech | Education Tech | Cyber security | 5G & Telecommunications"
Khadija Boujaada,Khadija,Boujaada,,,Student,,,Morocco,,Technology | Space Tech | Data Centres | Cyber security
Nasri Ahlam,Nasri,Ahlam,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Quantum & High Performance Computing | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Doha Maazouz,Doha,Maazouz,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure | Data Centres | Cyber security | Cloud Services
Abdessattar Bouchfira,Abdessattar,Bouchfira,,,Student,,,Morocco,,Unmanned Aerial Vehicles | Technology | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | PropTech | Networking & Infrastructure | Ecommerce | Digital Finance | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 3D Printing & Printing Services
Mohamed Vall Neyane,Mohamed,Vall Neyane,,,Student,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Space Tech | Software Services | Networking & Infrastructure | Mobile Accessories & Peripherals | Data Centres | Cloud Services | Big Data & Analytics | Artificial Intelligence
Mohamed Khalil Sidqi,Mohamed,Khalil Sidqi,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | Gaming | Data Centres | Cyber security
Rania CHAMLI,Rania,CHAMLI,,,Student,,,Morocco,,Technology | Software Services | Smart Cities | Networking & Infrastructure | Internet of Things (IOT) | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Mohammed Maftah,Mohammed,Maftah,,,student,,,Morocco,,Technology | Space Tech | Cyber security
Salma ASSAMRI,Salma,ASSAMRI,,,student,,,Morocco,,Technology | Space Tech | Software Services | Ecommerce | Cyber security | Cloud Services | Artificial Intelligence
Farah Youssef,Farah,Youssef,,,Student,,,Morocco,,"Unmanned Aerial Vehicles | Technology | Space Tech | Software Services | Smart Cities | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security"
Ikram Haddadi,Ikram,Haddadi,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | Internet of Things (IOT) | Energy Tech | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications | 3D Printing & Printing Services"
Ibrahim azzouzi,Ibrahim,azzouzi,,,Student,,,Morocco,,Technology | Software Services | Regulatory Technology | Networking & Infrastructure | Ecommerce | Data Centres | Cyber security | Big Data & Analytics | Artificial Intelligence
Ansam Ennakili,Ansam,Ennakili,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Ecommerce | Digital Finance | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services
Rafia Mansour Kache Daouda,Rafia,Mansour Kache Daouda,,,Computer Science Student,,,Morocco,,Technology | Data Centres | Cyber security | Big Data & Analytics | Artificial Intelligence
Doha Jirari,Doha,Jirari,,,Etudiante,,,Morocco,,Technology | Space Tech | Networking & Infrastructure | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Hafsa ZAYEM,Hafsa,ZAYEM,,,Computer science Student,,,Morocco,,"Technology | Space Tech | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Education Tech | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services"
El Mekadem Noura,El,Mekadem Noura,,,Phd student,,,Morocco,,"Technology | Space Tech | Software Services | Smart Cities | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications"
Mouhcine Ayar,Mouhcine,Ayar,,,Student,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Data Centres
Khaoula El oualid,Khaoula,El oualid,,,Student,,,Morocco,,Networking & Infrastructure | Internet of Things (IOT) | Cyber security | Cloud Services | 5G & Telecommunications
Zineb El Moussaoui,Zineb,El Moussaoui,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Education Tech | Data Centres | Artificial Intelligence
Abdellah El Bouchouari,Abdellah,El Bouchouari,,,Student,,,Morocco,,Technology | Data Centres | Big Data & Analytics | Artificial Intelligence
Mohamed EL BOUCHIR,Mohamed,EL BOUCHIR,,,Student,,,Morocco,,Technology | Software Services | Internet of Things (IOT) | Cyber security
Manal EL KABCHI,Manal,EL KABCHI,,,student,,,Morocco,,Technology | Data Centres | Artificial Intelligence
Abdelhakim Essomid,Abdelhakim,Essomid,,,Student,,,Morocco,,Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Mariem Bouargalne,Mariem,Bouargalne,,,Student,,,Morocco,,Technology | Mobile Accessories & Peripherals | AR/VR/MR & Gaming
Manar EL biyaali,Manar,EL biyaali,,,Student,,,Morocco,,Technology | Software Services | Data Centres | Cloud Services | Blockchain | Artificial Intelligence | 3D Printing & Printing Services
Marwa Jaida,Marwa,Jaida,,,Student,,,Morocco,,Technology | Software Services | Cyber security | Artificial Intelligence
Jawhara Khachchab,Jawhara,Khachchab,,,STUDENT,,,Morocco,,Space Tech | Gaming | Cyber security
Lina El amrani,Lina,El amrani,,,Student,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Internet of Things (IOT) | Education Tech | Cyber security | Artificial Intelligence
Jed Boulahya,Jed,Boulahya,,,Student,,,Morocco,,Technology | Software Services | Cyber security
Zakariya Ait Ballouk,Zakariya,Ait Ballouk,,,Student,,,Morocco,,Technology | Software Services | Internet of Things (IOT) | Gaming | Cloud Services | Artificial Intelligence | 3D Printing & Printing Services
Hafesa Badou,Hafesa,Badou,,,Student,,,Morocco,,Technology | Software Services | Education Tech | Artificial Intelligence
Rayane Douioui,Rayane,Douioui,,,student,,,Morocco,,Technology | Software Services | Gaming | Cyber security
Mouad Ouchelh,Mouad,Ouchelh,,,Student,,,Morocco,,Technology | Software Services | Artificial Intelligence
Walid oumoulilte,Walid,oumoulilte,,,Student,,,Morocco,,Technology | Software Services | Cloud Services
Abderrahmane TECHA,Abderrahmane,TECHA,,,Student,,,Morocco,,Technology | Education Tech | Cloud Services | Big Data & Analytics | Artificial Intelligence
Ayman Skik,Ayman,Skik,,,Student,,,Morocco,,Technology | Gaming | Cyber security | Cloud Services | Artificial Intelligence
Berdad Doae,Berdad,Doae,,,Student,,,Morocco,,Software Services | Internet of Things (IOT) | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Zayd Hasnaoui,Zayd,Hasnaoui,,,Student,,,Morocco,,Technology | Gaming | 3D Printing & Printing Services
Hadil El Hajri,Hadil,El Hajri,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Smart Cities | Networking & Infrastructure | Education Tech | Cyber security | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services
Saad Allah ACHAHBOUN,Saad,Allah ACHAHBOUN,,,Student,,,Morocco,,Technology | Cloud Services | Big Data & Analytics | Artificial Intelligence
Asaad el jaafary,Asaad,el jaafary,,,Student,,,Morocco,,Technology | Internet of Things (IOT) | Cyber security | Artificial Intelligence
El Mehdi Fijhi,El,Mehdi Fijhi,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure | Cloud Services | Artificial Intelligence
Ayoub Kaddioui,Ayoub,Kaddioui,,,student,,,Morocco,,Technology | Software Services | Artificial Intelligence
Wassim Moussaif,Wassim,Moussaif,,,Student,,,Morocco,,Technology | Software Services | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Gaming | Artificial Intelligence
Khadija OUAHMANE,Khadija,OUAHMANE,,,student,,,Morocco,,Technology | Internet of Things (IOT) | Big Data & Analytics | Artificial Intelligence
Hanan El Baz,Hanan,El Baz,,,Student,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Cyber security | Cloud Services | Big Data & Analytics
Hiba Chenaoui,Hiba,Chenaoui,,,Artificial Intelligence student,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Internet of Things (IOT) | Gaming | Data Centres | Cyber security | Big Data & Analytics | Artificial Intelligence
Khalid Nait bahstoutou,Khalid,Nait bahstoutou,,,Student,,,Morocco,,Unmanned Aerial Vehicles | Technology | Retail Tech | Quantum & High Performance Computing
Aymane Youssfi,Aymane,Youssfi,,,Student,,,Morocco,,Incubator/Accelerator/Investment | Software Services | Artificial Intelligence
Hind Elagy,Hind,Elagy,,,Student,,,Morocco,,"Technology | Media, Marketing & Advertising Tech | 5G & Telecommunications"
Rania Karakhi,Rania,Karakhi,,,Student,,,Morocco,,Software Services | Big Data & Analytics | Artificial Intelligence
Ayoub Niri,Ayoub,Niri,,,Student,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Software Services
Meriyam El Hefiane,Meriyam,El Hefiane,,,Student,,,Morocco,,Technology | Software Services | Smart Cities
Omar Touhami Kadiri,Omar,Touhami Kadiri,,,Student,,,Morocco,,Technology | Software Services | Smart Cities | AR/VR/MR & Gaming | 5G & Telecommunications
Nada Talbani,Nada,Talbani,,,Student,,,Morocco,,Technology | Smart Manufacturing | Energy Tech | Artificial Intelligence
Rabab BELYA,Rabab,BELYA,,,Student,,,Morocco,,Technology | Digital Finance | Cloud Services | Blockchain
Belhou Yassir,Belhou,Yassir,,,Student,,,Morocco,,Incubator/Accelerator/Investment | Technology | Networking & Infrastructure | AR/VR/MR & Gaming | Gaming | Cyber security
Zineb Lakhmaiss,Zineb,Lakhmaiss,,,Student,,,Morocco,,"Technology | Space Tech | Software Services | Smart Cities | Regulatory Technology | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications"
Khaoula Ettijani,Khaoula,Ettijani,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Regulatory Technology | Networking & Infrastructure | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Othmane NAJI,Othmane,NAJI,,,IT student,,,Morocco,,Technology | Software Services | Gaming | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications | 3D Printing & Printing Services
Abdeljalil DAKHOUCH,Abdeljalil,DAKHOUCH,,,Student,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence
Hamza Lemghari,Hamza,Lemghari,,,Student,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Ayoub jabir,Ayoub,jabir,,,Student,,,Morocco,,Technology | Cyber security | Big Data & Analytics | Artificial Intelligence
Maroua BAASSOU,Maroua,BAASSOU,,,Student,,,Morocco,,Technology | Software Services | Smart Cities
Fatima Battou,Fatima,Battou,,,Student,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence
Hajar Aznag,Hajar,Aznag,,,Student,,,Morocco,,Technology | Space Tech | Smart Cities | Data Centres | Cloud Services | Big Data & Analytics | Artificial Intelligence
Lahcen ouaira,Lahcen,ouaira,,,student,,,Morocco,,Software Services | Internet of Things (IOT) | Big Data & Analytics | Artificial Intelligence
Omar Bouhartouf,Omar,Bouhartouf,,,Student,,,Morocco,,Technology | Software Services | Cyber security | Blockchain
Ahmed El Kadiri,Ahmed,El Kadiri,,,student,,,Morocco,,Technology | Cyber security | Big Data & Analytics | Artificial Intelligence
Laila Aziz,Laila,Aziz,,,Student,,,Morocco,,"Technology | Space Tech | Smart Cities | Media, Marketing & Advertising Tech | Internet of Things (IOT) | Gaming | Artificial Intelligence"
Walid Amjahdi,Walid,Amjahdi,,,student,,,Morocco,,Technology | Software Services | Gaming | Education Tech
Ikram Ait bamoussa,Ikram,Ait bamoussa,,,Student,,,Morocco,,Sustainability & Green Climate - Tech | Software Services | Cloud Services | Big Data & Analytics
Omar maarir,Omar,maarir,,,student,,,Morocco,,Technology | Ecommerce | Digital Finance | Artificial Intelligence
Aya Ennaimai,Aya,Ennaimai,,,Student,,,Morocco,,Technology | Gaming | Education Tech | Artificial Intelligence
Hamza El Fellah,Hamza,El Fellah,,,Student,,,Morocco,,Technology | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming | Gaming | Data Centres | Cloud Services | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Halima Faraj,Halima,Faraj,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | HealthTech | Gaming | Artificial Intelligence
Yasser Laflous,Yasser,Laflous,,,Student,,,Morocco,,Technology | Space Tech | AR/VR/MR & Gaming | HealthTech | Gaming | Ecommerce | Data Centres | Big Data & Analytics | Artificial Intelligence
Saad Gtite,Saad,Gtite,,,Student,,,Morocco,,Technology | Smart Manufacturing | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming | Cyber security
Othmane FALOUL,Othmane,FALOUL,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | Education Tech
Mohamed Ahouach,Mohamed,Ahouach,,,Student,,,Morocco,,Networking & Infrastructure | AR/VR/MR & Gaming | Internet of Things (IOT) | Cyber security | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Badia Zakar,Badia,Zakar,,,Student,,,Morocco,,Technology | Smart Manufacturing | Internet of Things (IOT) | Gaming | Cyber security | Big Data & Analytics | Artificial Intelligence
Youssef Nainia,Youssef,Nainia,,,Student,,,Morocco,,Technology | Space Tech | Smart Cities | AR/VR/MR & Gaming | Gaming
Hafsa Ait Mohamed,Hafsa,Ait Mohamed,,,Student,,,Morocco,,Technology | Space Tech | HealthTech | Energy Tech | Education Tech | Big Data & Analytics | Artificial Intelligence
Adnan Nezhari,Adnan,Nezhari,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | Gaming
Mehdi Joubrane,Mehdi,Joubrane,,,Student,,,Morocco,,"Technology | Smart Cities | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | HealthTech | Gaming | Digital Finance | Artificial Intelligence"
Ait Allal Aya,Ait,Allal Aya,,,Student,,,Morocco,,"Technology | Space Tech | Retail Tech | Networking & Infrastructure | HealthTech | Data Centres | Consumer Tech, Smart Home & Smart Workplace | Big Data & Analytics | Artificial Intelligence"
Chaimaa El Hariry,Chaimaa,El Hariry,,,Student,,,Morocco,,Technology | HealthTech | Artificial Intelligence
Amine Diouri,Amine,Diouri,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | Gaming
Amine Kella,Amine,Kella,,,student,,,Morocco,,Technology | HealthTech | Gaming | Cloud Services
Saad Khounfi,Saad,Khounfi,,,Student,,,Morocco,,Technology | Smart Manufacturing | Smart Cities | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Internet of Things (IOT) | HealthTech | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence
Lagramez Ali,Lagramez,Ali,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Gaming | Education Tech | Data Centres | Cyber security
Alida Lhumaicha MINOUNGOU,Alida,Lhumaicha MINOUNGOU,,,Student,,,Morocco,,Technology | AR/VR/MR & Gaming | Artificial Intelligence
Mohamed Amine Nabati,Mohamed,Amine Nabati,,,student,,,Morocco,,Technology | Software Services | AR/VR/MR & Gaming | Gaming | Cyber security
Walid Abbad,Walid,Abbad,,,Student,,,Morocco,,Technology | Software Services | Gaming | Education Tech | Artificial Intelligence
El Moudden Hamza,El,Moudden Hamza,,,Student,,,Morocco,,Technology | Smart Cities | Networking & Infrastructure | AR/VR/MR & Gaming | Gaming | Cyber security | Cloud Services | Artificial Intelligence
Doha Talbi,Doha,Talbi,,,Student,,,Morocco,,"Technology | Space Tech | Networking & Infrastructure | HealthTech | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Artificial Intelligence"
Adnane Ait Magourt,Adnane,Ait Magourt,,,Student,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Quantum & High Performance Computing | HealthTech | Artificial Intelligence
Abdelali Sanad,Abdelali,Sanad,,,Student,,,Morocco,,Technology | Software Services | HealthTech | Education Tech | Cloud Services | Artificial Intelligence
Mohammed Amine Bahra,Mohammed,Amine Bahra,,,Student,,,Morocco,,Technology | Software Services | Gaming | Energy Tech | Education Tech | Digital Finance | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence
Imane Sandaoui,Imane,Sandaoui,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Iliass Hara,Iliass,Hara,,,Student,,,Morocco,,Technology | Gaming | Energy Tech
Mohammed Amine El Fathi,Mohammed,Amine El Fathi,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Gaming | Energy Tech | Education Tech | Ecommerce | Cyber security
Hamza Ait Azizi,Hamza,Ait Azizi,,,Student,,,Morocco,,Technology | Software Services | Smart Cities | AR/VR/MR & Gaming | Internet of Things (IOT) | Future Mobility & Transportation | Energy Tech | Education Tech | Digital Finance | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech
Mohammed Ilyas LAFDALI,Mohammed,Ilyas LAFDALI,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Lamya Arhmi,Lamya,Arhmi,,,Student,,,Morocco,,"Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | 5G & Telecommunications | 3D Printing & Printing Services"
Marwan Benlmoujoud,Marwan,Benlmoujoud,,,Student,,,Morocco,,Unmanned Aerial Vehicles | Technology | Software Services | Smart Cities | Networking & Infrastructure | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming | Energy Tech | Data Centres | Cloud Services
Majda Kacemi,Majda,Kacemi,,,Student,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence
Elmehdi Benyachou,Elmehdi,Benyachou,,,student,,,Morocco,,Technology | Gaming | Cyber security | Artificial Intelligence
Rim El barkaoui,Rim,El barkaoui,,,Student,,,Morocco,,Technology | Software Services | HealthTech | Gaming | Education Tech | Digital Finance
Omar Elfarah,Omar,Elfarah,,,Student,,,Morocco,,Technology | Gaming | Big Data & Analytics | Artificial Intelligence
Yassine El Kemmal,Yassine,El Kemmal,,,Student,,,Morocco,,Technology | Software Services | Gaming
Ismail Erraouidate,Ismail,Erraouidate,,,Student,,,Morocco,,Technology | Networking & Infrastructure | AR/VR/MR & Gaming | Gaming | Cyber security | Cloud Services | Blockchain
Faycal Lahri,Faycal,Lahri,,,Student,,,Morocco,,Technology | Software Services | Education Tech | Ecommerce | Big Data & Analytics
Saad Elhayouni,Saad,Elhayouni,,,Student,,,Morocco,,Technology | Space Tech | Software Services | Smart Cities | Quantum & High Performance Computing | Networking & Infrastructure | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming
Amine Baskad,Amine,Baskad,,,student,,,Morocco,,Technology | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming | Ecommerce | Data Centres | Cyber security | Big Data & Analytics | Artificial Intelligence
Saad Elhayouni,Saad,Elhayouni,,,Student,,,Morocco,,Technology | Software Services | Smart Cities | Quantum & High Performance Computing | AR/VR/MR & Gaming | Gaming | Future Mobility & Transportation | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence
Youness boutahar,Youness,boutahar,,,student,,,Morocco,,Technology | Space Tech | Smart Manufacturing | Smart Cities | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Internet of Things (IOT) | Gaming | Education Tech | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence
Jad Omari,Jad,Omari,,,Student,,,Morocco,,Technology | Software Services | Smart Manufacturing | Retail Tech | Quantum & High Performance Computing | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | HealthTech | Gaming | Future Mobility & Transportation | Cyber security | Artificial Intelligence | 3D Printing & Printing Services
Ismail Brihmat,Ismail,Brihmat,,,Student,,,Morocco,,Technology | Software Services | Smart Cities | Networking & Infrastructure | AR/VR/MR & Gaming | Gaming | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Mouad Maslouhi,Mouad,Maslouhi,,,Student,,,Morocco,,Gaming | Cyber security | Artificial Intelligence
Wassim Jarir,Wassim,Jarir,,,Student,,,Morocco,,Gaming | Cyber security | Artificial Intelligence
Rim BRIDILA,Rim,BRIDILA,,,Student,,,Morocco,,"Technology | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Gaming | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 3D Printing & Printing Services"
Oumaima Es sbar,Oumaima,Es sbar,,,student,,,Morocco,,Technology | Internet of Things (IOT) | Gaming | Cyber security | Artificial Intelligence
Wassim Jarir,Wassim,Jarir,,,Student,,,Morocco,,Technology | Cyber security | Artificial Intelligence
Doha Essaddiki,Doha,Essaddiki,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Internet of Things (IOT) | Data Centres | Cloud Services | Big Data & Analytics | Artificial Intelligence
Aya ELBADAOUI,Aya,ELBADAOUI,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Zakaria HAJKHLIFA,Zakaria,HAJKHLIFA,,,Student,,,Morocco,,Technology | Software Services | Quantum & High Performance Computing | Internet of Things (IOT) | Energy Tech | Data Centres | Cloud Services | Big Data & Analytics | Artificial Intelligence
Vadel Chrif Moulaye Taher,Vadel,Chrif Moulaye Taher,,,Student,,,Morocco,,Technology | Internet of Things (IOT) | Cyber security
Souhail Laouz,Souhail,Laouz,,,Student,,,Morocco,,Technology | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Big Data & Analytics | Artificial Intelligence
Omayma Elhammouali,Omayma,Elhammouali,,,Student,,,Morocco,,Software Services | Smart Cities | PropTech | Internet of Things (IOT) | Gaming | Energy Tech | Cyber security | Creative Economy | Cloud Services | Big Data & Analytics | Artificial Intelligence
Wiame Oubla,Wiame,Oubla,,,Student,,,Morocco,,Technology | Networking & Infrastructure | Internet of Things (IOT) | Future Mobility & Transportation | Data Centres | Cyber security | Cloud Services | Big Data & Analytics
Yachri Yahya,Yachri,Yahya,,,Student,,,Morocco,,Technology | Software Services | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications
Anas AJMAOUI,Anas,AJMAOUI,,,Student,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
